Bartosz,2000,1
Bartosz,8000,1
Bartosz,3000,1
Bartosz,4000,1
Bartosz,1000,1
Bartosz,5500,2
Bartosz,2600,1
Bartosz,2060,1
Bartosz,2110,1
Bartosz,2220,2
